CustomerKey,GeographyKey,CustomerAlternateKey,FirstName,MiddleName,LastName,FullNAME,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,City
11106,40,AW00011106,Jessie,NULL,Liu,Jessie Liu,1970-03-11,Single,Male,jessie9@adventure-works.com,70000.00,0,0,Bachelors,Professional,0,1,3063 Blue Jay Drive,NULL,1 (11) 500 555-0163,2011-05-18,5-10 Miles,Warrnambool
11107,17,AW00011107,Bianca,NULL,Lin,Bianca Lin,1976-03-04,Married,Female,bianca7@adventure-works.com,90000.00,1,0,Bachelors,Professional,1,1,7530 Eola,NULL,1 (11) 500 555-0121,2011-05-01,5-10 Miles,St. Leonards
11108,13,AW00011108,Kari,C,Alvarez,Kari Alvarez,1969-01-10,Single,Female,kari25@adventure-works.com,70000.00,0,0,Bachelors,Professional,0,2,9178 Thornhill Place,NULL,1 (11) 500 555-0169,2011-05-03,0-1 Miles,Port Macquarie
11109,38,AW00011109,Ruben,D,Kapoor,Ruben Kapoor,1980-04-30,Single,Male,ruben1@adventure-works.com,70000.00,0,0,Bachelors,Professional,0,2,1984 Glendale Circle,NULL,1 (11) 500 555-0132,2011-05-10,0-1 Miles,South Melbourne
11110,3,AW00011110,Curtis,NULL,Yang,Curtis Yang,1967-12-04,Married,Male,curtis5@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,4052 Mt. Wilson Way,NULL,1 (11) 500 555-0127,2011-05-01,5-10 Miles,Darlinghurst
11111,34,AW00011111,Meredith,T,Gutierrez,Meredith Gutierrez,1967-08-23,Married,Female,meredith34@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,7610 Northridge Ct.,NULL,1 (11) 500 555-0179,2011-05-20,0-1 Miles,Geelong
11112,25,AW00011112,Crystal,C,Wang,Crystal Wang,1968-03-08,Married,Female,crystal3@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,2773 Kirkwood Dr,NULL,1 (11) 500 555-0134,2011-05-25,0-1 Miles,Hervey Bay
11113,30,AW00011113,Micheal,A,Blanco,Micheal Blanco,1973-02-17,Married,Male,micheal11@adventure-works.com,70000.00,5,4,Bachelors,Professional,1,2,596 Marfargoa Drive,NULL,1 (11) 500 555-0131,2013-02-01,5-10 Miles,Perth
11114,14,AW00011114,Leslie,C,Moreno,Leslie Moreno,1967-11-25,Single,Female,leslie7@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,2,7941 Cristobal,NULL,1 (11) 500 555-0115,2013-03-18,5-10 Miles,Rhodes
11115,17,AW00011115,Alvin,D,Cai,Alvin Cai,1967-08-12,Married,Male,alvin20@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,2,7759 Azalea Avenue,NULL,1 (11) 500 555-0191,2013-02-10,0-1 Miles,St. Leonards
11116,18,AW00011116,Clinton,E,Carlson,Clinton Carlson,1979-04-02,Married,Male,clinton14@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,2,7943 Cunha Ct.,NULL,1 (11) 500 555-0184,2013-03-15,5-10 Miles,Sydney
11117,8,AW00011117,April,NULL,Deng,April Deng,1966-08-21,Married,Female,april1@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,485 Ash Lane,NULL,1 (11) 500 555-0182,2011-05-06,10+ Miles,Matraville
11118,6,AW00011118,Alvin,M,Zeng,Alvin Zeng,1962-12-31,Single,Male,alvin21@adventure-works.com,80000.00,1,0,Partial College,Skilled Manual,0,1,3853 Wildcat Circle,Unit 13c12,1 (11) 500 555-0174,2013-07-10,0-1 Miles,Lavender Bay
11119,13,AW00011119,Evan,V,James,Evan James,1940-10-07,Single,Male,evan8@adventure-works.com,30000.00,2,0,Partial College,Clerical,0,2,4157 Sierra Ridge,NULL,1 (11) 500 555-0187,2013-02-03,0-1 Miles,Port Macquarie
11120,18,AW00011120,Beth,H,Jiménez,Beth Jiménez,1942-02-06,Single,Female,beth8@adventure-works.com,40000.00,2,0,Bachelors,Management,1,1,7401 Las Palmas,NULL,1 (11) 500 555-0164,2011-05-14,5-10 Miles,Sydney
11121,10,AW00011121,Orlando,NULL,Suarez,Orlando Suarez,1966-05-18,Married,Male,orlando19@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,7743 Hames Dr,NULL,1 (11) 500 555-0198,2013-06-24,10+ Miles,Newcastle
11122,12,AW00011122,Byron,NULL,Vazquez,Byron Vazquez,1965-09-30,Married,Male,byron9@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,3187 Hackamore Lane,NULL,1 (11) 500 555-0136,2013-02-21,5-10 Miles,North Sydney
11123,39,AW00011123,Philip,A,Alvarez,Philip Alvarez,1965-12-18,Married,Male,philip4@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,2775 Mt. Olivet Pl.,NULL,1 (11) 500 555-0191,2013-04-17,10+ Miles,Sunbury
11124,40,AW00011124,Ross,F,Jordan,Ross Jordan,1968-07-23,Single,Male,ross1@adventure-works.com,80000.00,1,0,Partial College,Skilled Manual,1,1,6973 Dublin Court,NULL,1 (11) 500 555-0126,2011-05-05,5-10 Miles,Warrnambool
11125,37,AW00011125,Dana,J,Navarro,Dana Navarro,1961-10-06,Single,Female,dana2@adventure-works.com,70000.00,1,0,Partial College,Skilled Manual,1,1,8481 Zartop Street,NULL,1 (11) 500 555-0172,2013-01-31,5-10 Miles,Seaford
11126,11,AW00011126,Shaun,NULL,Carson,Shaun Carson,1954-10-05,Married,Male,shaun16@adventure-works.com,10000.00,2,1,High School,Skilled Manual,0,2,57 Wolf Way,NULL,1 (11) 500 555-0155,2011-05-28,0-1 Miles,North Ryde
11127,361,AW00011127,Jan,NULL,Edwards,Jan Edwards,1981-04-19,Married,Female,jan11@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,1,9409 The Alameda,NULL,111-555-0118,2013-04-10,5-10 Miles,San Gabriel
11128,635,AW00011128,Samantha,NULL,Long,Samantha Long,1981-06-03,Married,Female,samantha35@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,1,1606 Alderwood Lane,NULL,175-555-0139,2013-06-19,5-10 Miles,Renton
11129,638,AW00011129,Julia,M,Wright,Julia Wright,1981-02-01,Single,Female,julia17@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,1,7397 Central Blvd.,NULL,456-555-0174,2011-08-06,5-10 Miles,Sedro Woolley
11130,543,AW00011130,Caroline,L,Russell,Caroline Russell,1985-07-05,Married,Female,caroline21@adventure-works.com,30000.00,0,0,High School,Skilled Manual,1,2,3884 Bates Court,NULL,424-555-0137,2013-12-09,5-10 Miles,Lebanon
11131,50,AW00011131,Amanda,NULL,Rivera,Amanda Rivera,1985-09-09,Married,Female,amanda7@adventure-works.com,30000.00,0,0,High School,Skilled Manual,0,2,9573 Royal Oak Rd.,NULL,918-555-0126,2013-10-18,0-1 Miles,Haney
11132,51,AW00011132,Melissa,E,Richardson,Melissa Richardson,1986-04-25,Single,Female,melissa31@adventure-works.com,30000.00,0,0,High School,Skilled Manual,0,2,6832 Fruitwood Dr,NULL,928-555-0118,2013-04-09,5-10 Miles,Langford
11133,542,AW00011133,Angela,NULL,Griffin,Angela Griffin,1986-03-08,Single,Female,angela23@adventure-works.com,30000.00,0,0,Partial High School,Clerical,0,2,3828 Baltic Sea Ct,NULL,598-555-0174,2013-12-30,0-1 Miles,Lake Oswego
11134,30,AW00011134,Larry,D,Townsend,Larry Townsend,1957-02-22,Single,Male,larry14@adventure-works.com,10000.00,5,0,High School,Skilled Manual,1,2,7034 Carson,NULL,1 (11) 500 555-0130,2011-05-03,5-10 Miles,Perth
11135,302,AW00011135,Marcus,L,Harris,Marcus Harris,1985-05-02,Single,Male,marcus14@adventure-works.com,30000.00,0,0,Partial High School,Clerical,0,2,9068 Quiet Place Drive,NULL,442-555-0119,2013-04-18,5-10 Miles,Burlingame
11136,53,AW00011136,Brianna,D,Morgan,Brianna Morgan,1984-04-24,Single,Female,brianna30@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,9005 Eagle Ct.,NULL,954-555-0117,2013-01-03,0-1 Miles,Metchosin
11137,641,AW00011137,Jasmine,A,Taylor,Jasmine Taylor,1984-01-17,Married,Female,jasmine7@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,2457 Matterhorn Court,NULL,557-555-0146,2013-07-31,5-10 Miles,Spokane
11138,325,AW00011138,Lauren,NULL,Davis,Lauren Davis,1984-03-14,Married,Female,lauren23@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,8105 Pembrook Court,NULL,832-555-0121,2013-09-19,0-1 Miles,Glendale
11139,28,AW00011139,Tanya,NULL,Moreno,Tanya Moreno,1949-11-05,Single,Female,tanya2@adventure-works.com,30000.00,2,0,Partial College,Clerical,0,2,6155 Wilbur Drive,NULL,1 (11) 500 555-0185,2013-09-14,5-10 Miles,Cloverdale
11140,301,AW00011140,Javier,L,Alvarez,Javier Alvarez,1982-08-11,Single,Male,javier1@adventure-works.com,30000.00,0,0,Partial High School,Clerical,0,2,8935 Etcheverry Dr.,NULL,763-555-0134,2013-03-19,5-10 Miles,Burbank
11141,314,AW00011141,Nicole,NULL,Ramirez,Nicole Ramirez,1982-12-19,Married,Female,nicole42@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,1101 C Street,NULL,152-555-0162,2013-05-16,0-1 Miles,Daly City
11142,51,AW00011142,Eduardo,NULL,Patterson,Eduardo Patterson,1983-02-11,Single,Male,eduardo55@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,6255 Macalvey Dr.,NULL,190-555-0184,2013-02-13,0-1 Miles,Langford
11143,334,AW00011143,Jonathan,M,Henderson,Jonathan Henderson,1982-08-04,Married,Male,jonathan4@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,165 East Lane Road,NULL,149-555-0113,2013-06-15,5-10 Miles,Lakewood
11144,607,AW00011144,Edward,NULL,Hernandez,Edward Hernandez,1985-03-08,Single,Male,edward48@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,7607 Pine Hollow Road,NULL,178-555-0196,2013-01-25,0-1 Miles,Ballard
11145,536,AW00011145,Jasmine,L,Coleman,Jasmine Coleman,1985-06-06,Single,Female,jasmine46@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,1961 Oak Grove Road,NULL,857-555-0115,2013-01-25,0-1 Miles,Beaverton
11146,8,AW00011146,Karla,L,Goel,Karla Goel,1945-02-22,Single,Female,karla20@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,3272 Corrie Lane,NULL,1 (11) 500 555-0137,2013-02-05,5-10 Miles,Matraville
11147,40,AW00011147,Ernest,L,Wu,Ernest Wu,1944-08-04,Married,Male,ernest6@adventure-works.com,60000.00,2,0,Graduate Degree,Management,1,1,1832 RiverRock Dr,NULL,1 (11) 500 555-0139,2011-05-13,0-1 Miles,Warrnambool
11148,22,AW00011148,Ross,NULL,Vazquez,Ross Vazquez,1947-02-13,Married,Male,ross32@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,1201 Paso Del Rio Way,NULL,1 (11) 500 555-0163,2013-03-07,5-10 Miles,East Brisbane
11149,25,AW00011149,Theodore,NULL,Gill,Theodore Gill,1946-10-18,Married,Male,theodore14@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,9120 Pinewood Court,NULL,1 (11) 500 555-0194,2013-06-04,0-1 Miles,Hervey Bay
11150,39,AW00011150,Russell,M,Shen,Russell Shen,1946-09-12,Single,Male,russell6@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,4755 Easley Drive,NULL,1 (11) 500 555-0191,2013-03-27,5-10 Miles,Sunbury
11151,18,AW00011151,Melinda,G,Gill,Melinda Gill,1947-08-25,Single,Female,melinda9@adventure-works.com,60000.00,2,0,Graduate Degree,Management,0,1,805 Rainier Dr.,NULL,1 (11) 500 555-0117,2011-05-15,0-1 Miles,Sydney
11152,633,AW00011152,James,J,Williams,James Williams,1981-07-09,Single,Male,james77@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,6827 Seagull Court,NULL,355-555-0153,2013-01-09,5-10 Miles,Puyallup
11153,635,AW00011153,Angela,R,James,Angela James,1981-12-21,Married,Female,angela34@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,8877 Weatherly Drive,NULL,847-555-0111,2013-03-29,5-10 Miles,Renton
11154,553,AW00011154,Megan,G,Walker,Megan Walker,1982-02-18,Single,Female,megan25@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,1,1,6898 Holiday Hills,NULL,918-555-0186,2013-01-10,5-10 Miles,Woodburn
11155,301,AW00011155,Hunter,J,Robinson,Hunter Robinson,1981-07-25,Single,Male,hunter50@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,8356 Mori Court,NULL,891-555-0125,2013-01-06,1-2 Miles,Burbank
11156,334,AW00011156,Maria,NULL,Roberts,Maria Roberts,1981-08-06,Single,Female,maria47@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,9452 Mariposa Ct.,NULL,158-555-0199,2013-01-08,1-2 Miles,Lakewood
11157,642,AW00011157,Hannah,E,Long,Hannah Long,1980-12-08,Married,Female,hannah32@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,1832 Preston Ct.,NULL,974-555-0177,2013-07-24,5-10 Miles,Tacoma
11158,361,AW00011158,Jason,K,Wright,Jason Wright,1981-04-06,Single,Male,jason46@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,6771 Bundros Court,NULL,694-555-0176,2013-01-19,5-10 Miles,San Gabriel
11159,385,AW00011159,Brianna,A,Hughes,Brianna Hughes,1981-03-16,Single,Female,brianna57@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,6793 Bonifacio St.,NULL,319-555-0183,2013-09-08,1-2 Miles,Woodland Hills
11160,311,AW00011160,Maurice,M,Tang,Maurice Tang,1979-07-08,Single,Male,maurice4@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,2886 Chaparral Court,Space # 45,947-555-0172,2013-02-21,5-10 Miles,Concord
11161,311,AW00011161,Emily,NULL,Wood,Emily Wood,1979-10-20,Single,Female,emily27@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,1562 Black Walnut,NULL,184-555-0114,2013-06-01,1-2 Miles,Concord
11162,331,AW00011162,Chase,NULL,Cox,Chase Cox,1979-09-02,Single,Male,chase10@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,1,1,P.O. Box 8070,NULL,764-555-0116,2013-02-18,5-10 Miles,La Jolla
11163,372,AW00011163,Gabriel,NULL,Wang,Gabriel Wang,1980-06-18,Married,Male,gabriel21@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,1,1,8002 Crane Court,NULL,617-555-0150,2013-05-01,5-10 Miles,Spring Valley
11164,374,AW00011164,Devin,NULL,Brooks,Devin Brooks,1979-11-02,Single,Male,devin63@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,4231 Highland Dr.,NULL,502-555-0138,2013-04-27,1-2 Miles,Torrance
11165,348,AW00011165,Jocelyn,NULL,Alexander,Jocelyn Alexander,1979-01-15,Married,Female,jocelyn18@adventure-works.com,60000.00,0,0,Partial College,Skilled Manual,0,1,3376 Bank Way,NULL,354-555-0134,2013-05-25,1-2 Miles,Oakland
11166,631,AW00011166,Ashley,NULL,Martinez,Ashley Martinez,1977-10-22,Single,Female,ashley18@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,0,2,6993 Whyte Park Ave.,NULL,131-555-0194,2013-10-14,0-1 Miles,Olympia
11167,618,AW00011167,Jasmine,J,Barnes,Jasmine Barnes,1978-01-29,Single,Female,jasmine43@adventure-works.com,80000.00,0,0,Bachelors,Management,0,1,9183 Via Del Sol,NULL,178-555-0156,2013-01-07,0-1 Miles,Issaquah
11168,348,AW00011168,David,NULL,Rodriguez,David Rodriguez,1973-11-12,Single,Male,david83@adventure-works.com,80000.00,0,0,Bachelors,Management,0,1,38 Shangri-la Rd.,NULL,730-555-0128,2013-01-15,0-1 Miles,Oakland
11169,312,AW00011169,Bryce,NULL,Richardson,Bryce Richardson,1973-12-20,Married,Male,bryce8@adventure-works.com,90000.00,4,4,Bachelors,Management,1,1,1841 Blackwood Drive,NULL,178-555-0176,2013-05-26,0-1 Miles,Coronado
11170,612,AW00011170,Carol,T,Howard,Carol Howard,1973-08-04,Married,Female,carol5@adventure-works.com,90000.00,4,4,Bachelors,Management,1,1,6281 Edward Ave,NULL,845-555-0127,2013-08-26,0-1 Miles,Burien
11171,385,AW00011171,Jonathan,E,Hill,Jonathan Hill,1978-10-05,Single,Male,jonathan43@adventure-works.com,100000.00,1,0,Bachelors,Management,1,2,3731 Chinquapin Ct,NULL,134-555-0196,2011-08-20,1-2 Miles,Woodland Hills
11172,626,AW00011172,Gabrielle,J,Adams,Gabrielle Adams,1973-05-20,Married,Female,gabrielle58@adventure-works.com,100000.00,1,0,Bachelors,Management,1,2,5621 Arcadia Pl.,NULL,403-555-0152,2013-05-03,1-2 Miles,Lynnwood
11173,552,AW00011173,Sarah,F,Thomas,Sarah Thomas,1973-02-28,Single,Female,sarah13@adventure-works.com,110000.00,0,0,Graduate Degree,Management,0,4,5636 Mt. Whitney Dr.,NULL,868-555-0188,2013-03-02,0-1 Miles,W. Linn
11174,338,AW00011174,Nicholas,NULL,Robinson,Nicholas Robinson,1973-01-09,Married,Male,nicholas19@adventure-works.com,110000.00,0,1,Graduate Degree,Management,1,0,1318 Lasalle Street,NULL,949-555-0138,2013-07-13,2-5 Miles,Los Angeles
11175,300,AW00011175,Luis,NULL,Wang,Luis Wang,1968-09-01,Single,Male,luis24@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,1,2,6943 Patterson Blvd.,NULL,418-555-0127,2011-08-28,5-10 Miles,Beverly Hills
11176,50,AW00011176,Mason,D,Roberts,Mason Roberts,1979-01-21,Married,Male,mason25@adventure-works.com,90000.00,4,4,Bachelors,Management,1,1,5753 Megan Dr.,NULL,539-555-0162,2013-02-02,1-2 Miles,Haney
11177,359,AW00011177,Jose,M,Flores,Jose Flores,1948-01-01,Married,Male,jose6@adventure-works.com,110000.00,2,4,Graduate Degree,Management,1,2,3991 Rambling Rose Drive,NULL,157-555-0182,2013-03-29,5-10 Miles,San Diego
11178,334,AW00011178,Nathan,J,Johnson,Nathan Johnson,1954-08-20,Married,Male,nathan55@adventure-works.com,100000.00,2,3,Graduate Degree,Management,1,3,8927 Daylight Place,NULL,117-555-0182,2013-02-21,1-2 Miles,Lakewood
11179,300,AW00011179,Molly,E,Rodriguez,Molly Rodriguez,1959-12-08,Married,Female,molly18@adventure-works.com,120000.00,2,4,Graduate Degree,Management,1,3,5556 Riverland Dr.,NULL,135-555-0185,2013-03-12,5-10 Miles,Beverly Hills
11180,307,AW00011180,April,NULL,Anand,April Anand,1948-07-01,Married,Female,april18@adventure-works.com,160000.00,1,3,Bachelors,Management,1,4,3531 Brookview Drive,NULL,702-555-0144,2013-03-17,0-1 Miles,Chula Vista
11181,338,AW00011181,Devin,P,Martin,Devin Martin,1960-02-01,Married,Male,devin13@adventure-works.com,170000.00,2,3,Graduate Degree,Management,1,2,1085 Greenbelt Way,Unit B-105,735-555-0197,2013-05-07,0-1 Miles,Los Angeles
11182,638,AW00011182,Stephanie,NULL,Torres,Stephanie Torres,1950-02-22,Single,Female,stephanie19@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,6968 Mildred Ln.,NULL,567-555-0176,2013-08-28,10+ Miles,Sedro Woolley
11183,368,AW00011183,Jasmine,W,Lee,Jasmine Lee,1950-01-12,Single,Female,jasmine19@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,7502 Contuti Avenue,NULL,147-555-0199,2013-04-30,10+ Miles,Santa Cruz
11184,311,AW00011184,Meghan,NULL,Hernandez,Meghan Hernandez,1955-11-13,Single,Female,meghan3@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,5872 L St.,NULL,967-555-0188,2013-08-10,10+ Miles,Concord
11185,53,AW00011185,Ashley,NULL,Henderson,Ashley Henderson,1950-04-07,Single,Female,ashley31@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,8834 San Jose Ave.,NULL,173-555-0121,2013-02-21,10+ Miles,Metchosin
11186,352,AW00011186,Sarah,C,Price,Sarah Price,1949-11-18,Single,Female,sarah25@adventure-works.com,70000.00,4,0,Bachelors,Management,1,2,4815 Paraiso Ct.,NULL,180-555-0133,2013-10-18,10+ Miles,Palo Alto
11187,612,AW00011187,Jennifer,S,Cooper,Jennifer Cooper,1949-08-21,Married,Female,jennifer63@adventure-works.com,60000.00,4,0,Graduate Degree,Management,1,2,2429 Longview Road,NULL,857-555-0111,2013-04-03,10+ Miles,Burien
11188,361,AW00011188,Catherine,NULL,Morris,Catherine Morris,1950-03-06,Married,Female,catherine16@adventure-works.com,60000.00,4,0,Graduate Degree,Management,0,2,6542 Stonewood Drive,NULL,795-555-0117,2013-11-01,1-2 Miles,San Gabriel
11189,609,AW00011189,Lawrence,W,Blanco,Lawrence Blanco,1950-01-12,Single,Male,lawrence14@adventure-works.com,60000.00,4,0,Graduate Degree,Management,1,2,7502 Contuti Avenue,NULL,656-555-0171,2011-08-26,10+ Miles,Bellingham
11190,300,AW00011190,Carson,NULL,Bryant,Carson Bryant,1949-12-20,Married,Male,carson17@adventure-works.com,70000.00,5,0,Bachelors,Management,1,2,2995 Youngsdale Dr.,NULL,240-555-0142,2013-08-28,10+ Miles,Beverly Hills
11191,310,AW00011191,Kristi,E,Perez,Kristi Perez,1951-06-17,Single,Female,kristi39@adventure-works.com,70000.00,5,0,Bachelors,Management,1,3,1769 Lislin Ct,NULL,123-555-0181,2011-08-11,10+ Miles,Colma
11192,637,AW00011192,James,C,Brown,James Brown,1951-03-13,Married,Male,james79@adventure-works.com,60000.00,4,0,Bachelors,Management,1,2,673 Old Mountain View Dr.,NULL,725-555-0117,2013-06-23,2-5 Miles,Seattle
11193,553,AW00011193,Ian,A,Gray,Ian Gray,1950-08-13,Married,Male,ian72@adventure-works.com,60000.00,4,0,Bachelors,Management,1,2,5941 Gill Dr.,NULL,596-555-0190,2013-02-25,2-5 Miles,Woodburn
11194,352,AW00011194,Jacqueline,R,Price,Jacqueline Price,1950-12-08,Married,Female,jacqueline0@adventure-works.com,60000.00,4,0,Bachelors,Management,1,2,872 Mark Twain Dr,NULL,266-555-0112,2013-03-13,2-5 Miles,Palo Alto
11195,635,AW00011195,Megan,NULL,Henderson,Megan Henderson,1951-08-10,Married,Female,megan55@adventure-works.com,60000.00,5,0,Bachelors,Management,1,3,8411 Mt. Olivet Place,NULL,560-555-0150,2013-04-14,10+ Miles,Renton
11196,536,AW00011196,Alfredo,NULL,Romero,Alfredo Romero,1951-12-05,Married,Male,alfredo10@adventure-works.com,60000.00,5,0,Bachelors,Management,1,3,2499 Greendell Pl,NULL,342-555-0110,2013-03-03,10+ Miles,Beaverton
11197,637,AW00011197,Andrea,NULL,Morris,Andrea Morris,1951-12-16,Married,Female,andrea18@adventure-works.com,70000.00,3,1,Bachelors,Management,0,1,1883 Green View Court,NULL,715-555-0178,2013-05-02,1-2 Miles,Seattle
11198,368,AW00011198,Brooke,NULL,Sanders,Brooke Sanders,1952-05-25,Single,Female,brooke3@adventure-works.com,70000.00,4,1,Bachelors,Management,1,1,5192 Dumbarton Drive,NULL,215-555-0156,2013-02-05,10+ Miles,Santa Cruz
11199,302,AW00011199,Jacqueline,NULL,Bennett,Jacqueline Bennett,1957-11-02,Married,Female,jacqueline1@adventure-works.com,70000.00,4,1,Bachelors,Management,1,1,8948 Chinquapin Court,NULL,413-555-0174,2013-03-18,10+ Miles,Burlingame
11200,69,AW00011200,Jason,L,Griffin,Jason Griffin,1953-05-21,Married,Male,jason18@adventure-works.com,70000.00,4,1,Bachelors,Management,1,1,7239 Nicholas Drive,NULL,232-555-0160,2013-02-07,1-2 Miles,Victoria
11201,369,AW00011201,Amanda,NULL,Foster,Amanda Foster,1953-02-14,Married,Female,amanda37@adventure-works.com,70000.00,4,1,Bachelors,Management,1,1,3984 San Francisco,NULL,505-555-0159,2013-07-01,10+ Miles,Santa Monica
11202,334,AW00011202,Alexia,L,Price,Alexia Price,1958-08-22,Married,Female,alexia0@adventure-works.com,80000.00,5,0,Bachelors,Management,0,2,2079 Wellington Ct,NULL,552-555-0118,2013-09-15,1-2 Miles,Lakewood
11203,60,AW00011203,Luis,D,Diaz,Luis Diaz,1959-08-18,Married,Male,luis21@adventure-works.com,40000.00,2,1,High School,Professional,1,2,3682 Diablo View Road,NULL,171-555-0126,2013-02-20,10+ Miles,Port Hammond
